SQLDATE,date,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_NumThemes,GKG_Persons,GKG_NumPersons,GKG_Organizations,GKG_NumOrgs,GKG_V2Tone_Positive,GKG_V2Tone_Negative,GKG_V2Tone_Polarity,GKG_V2Tone_ActivityDensity,GKG_V2Tone_SelfGroupDensity,GKG_V2Tone_WordCount,GCAM_Anger,GCAM_Fear,GCAM_Joy,GCAM_Sadness,GCAM_Trust,GCAM_Surprise,GCAM_DominantEmotion,GKG_DocumentIdentifier,GKG_HasImage,GKG_Language,GKG_IsTranslated,QuadLabel,IsConflict,IsNegative,MediaWeight,ZoneBenin,DepartementBenin,PopulationVille,IsNorthBenin,SourceType,GoldsteinNorm,ToneNorm,month,GKG_ThemeConflict,GKG_ThemeEconomy,GKG_ThemeGovern,GKG_ThemeHumanDev,GKG_ThemeEnviro,GKG_ToneGap,GKG_EmotionIntensity,ToneCategory,GoldsteinBin
20250716,2025-07-16,Etudiants / UAC,BN,Parti Union Progressiste,BN,057,Signature accord,2,1.4,4,4,5.16,Abomey-Calavi,BN,6.4484,2.3552,24haubenin.info,TAX_POLITICAL_PARTY;POLITICS;EDUCATION,3,,0,ABeGIEF (Gestion Immob.);Cour Constitutionnelle du Benin,2,6.57,1.56,8.13,16.69,0.21,255,1.519,0.231,0.133,0.088,5.824,1.722,Trust,https://24haubenin.info/?evt-84256,0,fra,0,Cooperation materielle,0,0,16,Sud,Atlantique,757000,0,Presse en ligne,0.57,0.629,2025-07,0,0,1,1,0,5.01,9.517,Tres positif,Neutre
20251108,2025-11-08,Gouvernement du Benin,BN,Medias beninois,BN,010,Declaration publique,1,2.22,1,3,2.14,Cotonou,BN,6.3654,2.4183,beninrevele.bj,ENVIRONMENT;PECHE;TAX_POLITICAL_PARTY,3,Boni Yayi;Claudine Prudencio,2,Bloc Republicain (BR),1,1.18,4.16,5.34,2.26,0.09,1557,1.741,0.005,0.503,0.316,0.677,1.021,Anger,https://beninrevele.bj/actualite/evt-86480,1,fra,0,Cooperation verbale,0,0,3,Sud,Littoral,679000,0,Site gouv.,0.611,0.5535,2025-11,0,0,1,0,1,-2.98,4.263,Positif,Neutre
20250810,2025-08-10,Etudiants / UAC,BN,Gouvernement du Benin,BN,140,Refus cooperation,3,-1.77,11,5,3.51,Savalou,BN,7.9303,1.9754,beninwebtv.com,RELIGION_VODOUN;YOUTH,2,Aurélien Agbenonci;Boni Yayi,2,,0,2.62,2.64,5.26,3.51,2.68,472,8.44,1.02,0.127,0.47,0.103,0.578,Anger,https://beninwebtv.com/2025/08/10/evt-34753,1,fra,0,Conflit verbal,1,0,55,Centre,Collines,144000,0,Web TV,0.4115,0.5878,2025-08,0,0,0,1,0,-0.02,10.738,Positif,Leg. negatif
20250709,2025-07-09,Parti Union Progressiste,BN,Societe civile,BN,036,Critique politique,1,0.37,11,4,2.59,Natitingou,BN,10.308,1.3784,fraternite.bj,PATRIMOINE_UNESCO;EDUCATION;COMMERCE_NIGERIA;REFORME_CONSTITUTIONNELLE;ELECTION,5,Alassane Seidou;Benjamin Hounkpatin;Mathys Adidjatou,3,ORTB (Radio-Television);Forces Cauris (FCBE),2,1.34,0.81,2.15,0.35,0.15,828,0.491,0.073,0.185,0.107,1.575,0.339,Trust,https://fraternite.bj/article/evt-88021,1,fra,0,Cooperation verbale,0,0,44,Nord,Atacora,104000,1,Presse en ligne,0.5185,0.5648,2025-07,0,1,1,1,0,0.53,2.77,Positif,Neutre
20250508,2025-05-08,Societe civile,BN,Assemblee Nationale,BN,070,Aide/assistance,2,0.85,9,6,0.48,Cotonou,BN,6.3654,2.4183,fraternite.bj,DEMOCRACY;ECONOMY;GENDER,3,Sebastien Ajavon;Abdoulaye Bio Tchane,2,SONEB (Eau),1,1.32,1.73,3.05,7.09,1.22,1463,0.156,0.121,0.469,0.618,8.247,1.461,Trust,https://fraternite.bj/article/evt-36626,1,fra,0,Cooperation materielle,0,0,54,Sud,Littoral,679000,0,Presse en ligne,0.5425,0.512,2025-05,0,1,1,1,0,-0.41,11.072,Neutre,Neutre
20251130,2025-11-30,Paysans / Producteurs coton,BN,Syndicat enseignants (COSI),BN,036,Critique politique,1,0.53,20,2,0.52,Savalou,BN,7.9303,1.9754,matinlibre.com,UNIVERSITE_ABOMEY_CALAVI,1,Mathys Adidjatou;Candide Azannaï,2,AIC (Coton),1,8.33,1.97,10.3,1.3,0.0,2648,0.121,0.832,2.825,0.109,7.846,0.628,Trust,https://matinlibre.com/2025/evt-59112,1,fra,0,Cooperation verbale,0,0,40,Centre,Collines,144000,0,Presse en ligne,0.5265,0.513,2025-11,0,0,0,1,0,6.36,12.361,Neutre,Neutre
20250215,2025-02-15,Presidence de la Republique,BN,Societe civile,BN,057,Signature accord,2,0.59,4,8,2.34,Cotonou,BN,6.3654,2.4183,beninwebtv.com,PROTEST,1,,0,Universite Abomey-Calavi (UAC);HAAC (Haute Autorite);Benin Telecoms / Libercom,3,2.08,6.11,8.19,8.27,1.52,201,0.642,0.068,0.445,0.209,1.711,0.064,Trust,https://beninwebtv.com/2025/02/15/evt-64195,1,fra,0,Cooperation materielle,0,0,32,Sud,Littoral,679000,0,Web TV,0.5295,0.5585,2025-02,1,0,0,0,0,-4.03,3.139,Positif,Neutre
20250310,2025-03-10,Armee beninoise (FAB),BN,Autorites traditionnelles,BN,060,Cooperation materielle,2,0.74,14,10,1.07,Tchaourou,BN,8.89,2.59,fraternite.bj,ECONOMY;ENERGIE_ELECTRIFICATION,2,Benjamin Hounkpatin;Komi Koutche;Adrien Houngbedji,3,Ministere de l Education,1,9.74,6.75,16.49,3.86,2.44,1125,1.215,0.105,1.605,0.085,0.816,0.234,Joy,https://fraternite.bj/article/evt-92408,0,fra,0,Cooperation materielle,0,0,140,Nord,Borgou,220000,1,Presse en ligne,0.537,0.5268,2025-03,0,1,0,1,0,2.99,4.06,Neutre,Neutre
20251028,2025-10-28,Patronat beninois (CNP),BN,Assemblee Nationale,BN,020,Appel action,1,1.42,8,3,3.4,Cotonou,BN,6.3654,2.4183,24haubenin.info,PORT_COTONOU;EAU_ASSAINISSEMENT;PROTEST;DECENTRALISATION;YOUTH,5,Boni Yayi;Aurélien Agbenonci,2,Benin Telecoms / Libercom,1,0.77,0.78,1.55,12.01,0.81,1858,0.004,0.9,3.301,0.487,2.375,1.623,Joy,https://24haubenin.info/?evt-27034,0,fra,0,Cooperation verbale,0,0,24,Sud,Littoral,679000,0,Presse en ligne,0.571,0.585,2025-10,1,1,1,1,0,-0.01,8.69,Positif,Neutre
20251217,2025-12-17,Syndicat UNSTB,BN,Parti Union Progressiste,BN,172,Arrestation,4,0.36,7,2,-3.98,Cotonou,BN,6.3654,2.4183,matinlibre.com,HUMAN_RIGHTS;EPU_POLICY_UNCERTAINTY;PIRACY_GOLFE_GUINEE;CRIME;POLITICS,5,,0,Parti du Renouveau Democratique,1,1.4,1.98,3.38,0.81,0.34,1113,0.245,4.907,0.433,1.552,0.602,0.237,Fear,https://matinlibre.com/2025/evt-43281,1,fra,0,Conflit materiel,1,1,14,Sud,Littoral,679000,0,Presse en ligne,0.518,0.4005,2025-12,1,0,1,0,0,-0.58,7.976,Negatif,Neutre
20251230,2025-12-30,Cour Constitutionnelle,BN,Assemblee Nationale,BN,110,Rejet/opposition,3,-3.19,17,2,-0.38,Porto-Novo,BN,6.4969,2.6289,24haubenin.info,PIRACY_GOLFE_GUINEE,1,Candide Azannaï,1,Universite de Parakou,1,0.82,1.68,2.5,4.06,3.38,2550,2.089,1.881,0.443,3.653,0.293,0.387,Sadness,https://24haubenin.info/?evt-91472,1,fra,0,Conflit verbal,1,1,34,Sud,Oueme,264000,0,Presse en ligne,0.3405,0.4905,2025-12,1,0,0,0,0,-0.86,8.746,Neutre,Destabilisant
20250227,2025-02-27,Police Republicaine,BN,Gouvernement du Benin,BN,170,Coercition,4,-1.8,23,6,-5.3,Pobe,BN,6.98,2.66,beninwebtv.com,RELIGION_VODOUN;POVERTY;FOOD_SECURITY,3,,0,ABeGIEF (Gestion Immob.);CENA (Commission electorale);Cour Supreme du Benin,3,0.61,20.0,20.61,4.56,2.18,215,4.065,1.34,0.17,0.439,0.528,0.377,Anger,https://beninwebtv.com/2025/02/27/evt-60205,0,fra,0,Conflit materiel,1,1,138,Sud,Plateau,123000,0,Web TV,0.41,0.3675,2025-02,1,0,0,1,1,-19.39,6.919,Tres negatif,Leg. negatif
20250804,2025-08-04,Syndicat UNSTB,BN,Paysans / Producteurs coton,BN,140,Refus cooperation,3,-1.4,10,10,-13.31,Savalou,BN,7.9303,1.9754,lanouvelletribune.bj,PIRACY_GOLFE_GUINEE;CRIME;SECURITY;COMMERCE_NIGERIA;CORRUPTION,5,Adrien Houngbedji,1,HAAC (Haute Autorite);AIC (Coton);SBEE (Electricite),3,0.43,7.56,7.99,2.8,0.65,2720,0.918,2.196,0.284,1.615,1.631,1.236,Fear,https://lanouvelletribune.bj/benin/evt-13836,1,fra,0,Conflit verbal,1,1,100,Centre,Collines,144000,0,Presse en ligne,0.43,0.1672,2025-08,1,1,0,0,0,-7.13,7.88,Tres negatif,Leg. negatif
20250425,2025-04-25,Medias beninois,BN,Police Republicaine,BN,061,Aide economique,2,-1.85,4,3,-2.05,Come,BN,6.4,1.88,matinlibre.com,ELECTION;HEALTH;PALUDISME;INONDATIONS,4,Adrien Houngbedji;Romuald Wadagni;Louis Vlavonou,3,Assemblee Nationale du Benin,1,2.77,2.0,4.77,1.9,0.65,2444,0.415,0.899,2.489,1.329,3.634,0.309,Trust,https://matinlibre.com/2025/evt-40725,0,fra,0,Cooperation materielle,0,1,12,Sud,Mono,73000,0,Presse en ligne,0.4075,0.4488,2025-04,0,0,1,1,1,0.77,9.075,Negatif,Leg. negatif
20250110,2025-01-10,Patronat beninois (CNP),BN,Armee beninoise (FAB),BN,145,Manifestation/revolte,4,-2.46,12,6,0.25,Abomey-Calavi,BN,6.4484,2.3552,agencebeninpresse.bj,GENDER;SECURITY;POVERTY,3,,0,ABeGIEF (Gestion Immob.);Bloc Republicain (BR),2,0.55,19.83,20.38,2.11,1.29,71,3.789,1.808,0.288,0.554,0.049,0.326,Anger,https://agencebeninpresse.bj/evt-49656,1,fra,0,Conflit materiel,1,0,72,Sud,Atlantique,757000,0,Agence officielle,0.377,0.5062,2025-01,1,0,0,1,0,-19.28,6.814,Neutre,Leg. negatif
20250926,2025-09-26,Parti Union Progressiste,BN,Mairie / Elus locaux,BN,010,Declaration publique,1,1.27,11,5,6.71,Abomey-Calavi,BN,6.4484,2.3552,beninwebtv.com,MEDIA_LIBERTE_PRESSE;DEFORESTATION;TERRORISM;HEALTH,4,,0,Bloc Republicain (BR),1,0.49,0.14,0.63,5.53,5.21,2401,0.928,0.246,11.278,0.63,4.951,1.499,Joy,https://beninwebtv.com/2025/09/26/evt-77203,1,fra,0,Cooperation verbale,0,0,55,Sud,Atlantique,757000,0,Web TV,0.5635,0.6678,2025-09,1,0,0,1,1,0.35,19.532,Tres positif,Neutre
20251019,2025-10-19,Mairie / Elus locaux,BN,Armee beninoise (FAB),BN,020,Appel action,1,3.92,2,4,0.64,Parakou,BN,9.337,2.6282,lanouvelletribune.bj,POLITICS;ZONE_FRANCHE;MIGRATION,3,Razack Adeoti,1,API (Invest. Benin);Presidence du Benin;CNSS (Securite sociale),3,0.94,1.14,2.08,6.88,0.26,635,0.648,0.063,0.587,0.247,1.55,2.468,Surprise,https://lanouvelletribune.bj/benin/evt-76999,1,fra,0,Cooperation verbale,0,0,8,Nord,Borgou,255000,1,Presse en ligne,0.696,0.516,2025-10,0,1,1,0,0,-0.2,5.563,Neutre,Stabilisant
20250327,2025-03-27,Parti Bloc Republicain,BN,Syndicat UNSTB,BN,010,Declaration publique,1,1.86,11,5,3.95,Kandi,BN,11.134,2.9394,gouv.bj,PROTEST;TRADE;HEALTH,3,Reckya Madougou;Mariam Chabi Talata;Sebastien Ajavon,3,,0,2.3,1.95,4.25,0.01,0.19,2319,0.727,0.058,4.001,0.268,5.39,2.374,Trust,https://www.gouv.bj/actualite/evt-16221,1,fra,0,Cooperation verbale,0,0,55,Nord,Alibori,179000,1,Officiel,0.593,0.5988,2025-03,1,1,0,1,0,0.35,12.818,Positif,Neutre
20250527,2025-05-27,Gouvernement du Benin,BN,Autorites traditionnelles,BN,040,Consultation diplomatique,1,-1.03,2,5,1.51,Ouidah,BN,6.36,2.0852,lanouvelletribune.bj,GENDER;COTON_FILIERE;GOVERNMENT;UNIVERSITE_ABOMEY_CALAVI,4,,0,,0,6.02,3.36,9.38,1.24,0.88,1262,0.221,3.154,3.12,0.498,4.797,0.009,Trust,https://lanouvelletribune.bj/benin/evt-74959,0,fra,0,Cooperation verbale,0,0,10,Sud,Atlantique,164000,0,Presse en ligne,0.4485,0.5378,2025-05,0,1,1,1,0,2.66,11.799,Neutre,Leg. negatif
20250428,2025-04-28,Parti Union Progressiste,BN,Police Republicaine,BN,042,Visite officielle,1,2.2,4,6,-0.94,Djougou,BN,9.7082,1.6599,lepointeau.bj,PALUDISME;MEDIA_LIBERTE_PRESSE;INFRASTRUCTURE;DEMOCRACY;COMMERCE_NIGERIA,5,Mariam Chabi Talata;Sebastien Ajavon,2,Ministere de la Sante;CNSS (Securite sociale),2,3.88,0.72,4.6,0.14,0.12,489,0.059,0.214,0.957,0.027,0.076,0.041,Joy,https://lepointeau.bj/evt-10860,1,fra,0,Cooperation verbale,0,1,24,Nord,Donga,267000,1,Presse en ligne,0.61,0.4765,2025-04,0,1,1,1,0,3.16,1.374,Neutre,Neutre
20250515,2025-05-15,Gouvernement du Benin,BN,Gouvernement du Benin,BN,036,Critique politique,1,1.09,2,8,-0.12,Abomey-Calavi,BN,6.4484,2.3552,lepointeau.bj,GOVERNMENT;TERRORISM,2,Claudine Prudencio,1,ABeGIEF (Gestion Immob.),1,4.56,1.51,6.07,1.56,2.71,1244,0.099,0.328,0.079,0.039,5.228,0.03,Trust,https://lepointeau.bj/evt-62114,1,fra,0,Cooperation verbale,0,1,16,Sud,Atlantique,757000,0,Presse en ligne,0.5545,0.497,2025-05,1,0,1,0,0,3.05,5.803,Neutre,Neutre
20250115,2025-01-15,Gouvernement du Benin,BN,Medias beninois,BN,120,Menace,3,-3.72,4,7,-10.17,Tanguieta,BN,10.62,1.27,gouv.bj,EDUCATION;INFRASTRUCTURE;INONDATIONS;MEDIA_LIBERTE_PRESSE;DECENTRALISATION,5,Alassane Seidou;Benjamin Hounkpatin,2,Forces Cauris (FCBE),1,0.33,2.01,2.34,0.99,0.16,2755,2.105,0.386,0.206,4.973,0.768,2.127,Sadness,https://www.gouv.bj/actualite/evt-70761,0,fra,0,Conflit verbal,1,1,28,Nord,Atacora,72000,1,Officiel,0.314,0.2458,2025-01,0,1,1,1,1,-1.68,10.565,Tres negatif,Destabilisant
20251203,2025-12-03,Assemblee Nationale,BN,Gouvernement du Benin,BN,040,Consultation diplomatique,1,-0.92,11,2,2.93,Porto-Novo,BN,6.4969,2.6289,lepointeau.bj,PIRACY_GOLFE_GUINEE,1,,0,Police Republicaine du Benin;Universite Abomey-Calavi (UAC),2,7.4,0.25,7.65,3.41,0.29,221,0.033,0.444,5.28,0.064,4.2,0.188,Joy,https://lepointeau.bj/evt-78970,1,fra,0,Cooperation verbale,0,0,22,Sud,Oueme,264000,0,Presse en ligne,0.454,0.5732,2025-12,1,0,0,0,0,7.15,10.209,Positif,Leg. negatif
20251029,2025-10-29,Gouvernement du Benin,BN,Autorites traditionnelles,BN,036,Critique politique,1,4.42,1,6,-1.85,Pobe,BN,6.98,2.66,lanouvelletribune.bj,CORRUPTION;GENDER;PORT_COTONOU;YOUTH,4,Moele-Benin;Yvon Detegnon,2,Ministere de l Education;Cour Supreme du Benin,2,0.89,2.06,2.95,1.09,1.01,1443,0.174,0.597,2.238,0.207,8.826,1.312,Trust,https://lanouvelletribune.bj/benin/evt-62900,1,fra,0,Cooperation verbale,0,1,6,Sud,Plateau,123000,0,Presse en ligne,0.721,0.4538,2025-10,0,1,0,1,0,-1.17,13.354,Neutre,Stabilisant
20250725,2025-07-25,Societe civile,BN,Parti Forces Cauris,BN,060,Cooperation materielle,2,2.89,8,4,0.04,Cotonou,BN,6.3654,2.4183,lepointeau.bj,DEFORESTATION;PATRIMOINE_UNESCO;COTON_FILIERE;GENDER,4,,0,,0,1.8,0.49,2.29,10.24,1.35,126,0.106,0.223,0.732,0.05,0.867,0.474,Trust,https://lepointeau.bj/evt-96963,0,fra,0,Cooperation materielle,0,0,32,Sud,Littoral,679000,0,Presse en ligne,0.6445,0.501,2025-07,0,1,0,1,1,1.31,2.452,Neutre,Neutre
20250821,2025-08-21,Gouvernement du Benin,BN,Societe civile,BN,012,Decl. de soutien,1,1.58,7,2,1.88,Kandi,BN,11.134,2.9394,lanouvelletribune.bj,DECENTRALISATION;EPU_POLICY_UNCERTAINTY;YOUTH;FINANCE,4,Louis Vlavonou;Yvon Detegnon;Razack Adeoti,3,CNSS (Securite sociale);Parti du Renouveau Democratique,2,7.47,0.46,7.93,5.83,0.18,2085,0.062,0.128,0.817,0.866,8.364,0.114,Trust,https://lanouvelletribune.bj/benin/evt-47089,0,fra,0,Cooperation verbale,0,0,14,Nord,Alibori,179000,1,Presse en ligne,0.579,0.547,2025-08,0,1,1,1,0,7.01,10.351,Neutre,Neutre
20251031,2025-10-31,Presidence de la Republique,BN,Medias beninois,BN,112,Refus requete,3,-4.39,3,1,-0.77,Abomey-Calavi,BN,6.4484,2.3552,24haubenin.info,FRONTIERE_NORD;DIASPORA_BENIN,2,,0,,0,0.05,9.94,9.99,2.24,0.49,1514,0.169,1.098,0.134,0.632,0.799,1.311,Surprise,https://24haubenin.info/?evt-91615,0,fra,0,Conflit verbal,1,1,3,Sud,Atlantique,757000,0,Presse en ligne,0.2805,0.4808,2025-10,1,0,0,0,0,-9.89,4.143,Neutre,Destabilisant
20250307,2025-03-07,Gouvernement du Benin,BN,Presidence de la Republique,BN,010,Declaration publique,1,-0.92,7,2,2.78,Bohicon,BN,7.1824,2.066,agencebeninpresse.bj,POLITICS,1,Romuald Wadagni,1,Union Progressiste (UP);Cour Constitutionnelle du Benin,2,3.52,3.72,7.24,6.67,1.63,279,0.399,0.239,1.795,1.216,2.375,1.284,Trust,https://agencebeninpresse.bj/evt-88330,1,fra,0,Cooperation verbale,0,0,14,Centre,Zou,172000,0,Agence officielle,0.454,0.5695,2025-03,0,0,1,0,0,-0.2,7.308,Positif,Leg. negatif
20250104,2025-01-04,Gouvernement du Benin,BN,Parti Union Progressiste,BN,180,Attaque,4,-2.23,5,4,-6.18,Abomey,BN,7.1856,1.9861,beninwebtv.com,TAX_POLITICAL_PARTY;EPU_POLICY_UNCERTAINTY,2,Patrice Talon,1,Benin Telecoms / Libercom;Cour Supreme du Benin,2,0.36,6.21,6.57,0.41,0.31,2610,0.932,0.297,0.306,0.473,1.832,0.402,Trust,https://beninwebtv.com/2025/01/04/evt-69463,1,fra,0,Conflit materiel,1,1,20,Centre,Zou,87000,0,Web TV,0.3885,0.3455,2025-01,0,0,1,0,0,-5.85,4.242,Tres negatif,Leg. negatif
20250103,2025-01-03,Assemblee Nationale,BN,Societe civile,BN,110,Rejet/opposition,3,-3.77,5,2,-9.14,Bohicon,BN,7.1824,2.066,beninrevele.bj,PIRACY_GOLFE_GUINEE,1,Yvon Detegnon;Samou Seidou Adambi;Moele-Benin,3,,0,2.0,7.93,9.93,0.45,1.42,1472,3.019,0.432,0.132,0.04,0.138,1.072,Anger,https://beninrevele.bj/actualite/evt-65087,0,fra,0,Conflit verbal,1,1,10,Centre,Zou,172000,0,Site gouv.,0.3115,0.2715,2025-01,1,0,0,0,0,-5.93,4.833,Tres negatif,Destabilisant
20250916,2025-09-16,Police Republicaine,BN,Medias beninois,BN,020,Appel action,1,4.08,10,6,3.64,Bohicon,BN,7.1824,2.066,lanouvelletribune.bj,COTON_FILIERE;AGRICULTURE,2,,0,Union Progressiste (UP);Ministere des Finances (MEF),2,6.87,2.05,8.92,4.3,1.31,1332,0.05,0.321,2.385,0.08,2.865,1.46,Trust,https://lanouvelletribune.bj/benin/evt-33438,1,fra,0,Cooperation verbale,0,0,60,Centre,Zou,172000,0,Presse en ligne,0.704,0.591,2025-09,0,1,0,0,1,4.82,7.161,Positif,Stabilisant
20250722,2025-07-22,Autorites traditionnelles,BN,Parti Bloc Republicain,BN,010,Declaration publique,1,5.33,11,3,-1.39,Nikki,BN,9.94,3.21,beninwebtv.com,YOUTH;TOURISME_BENIN;MEDIA_LIBERTE_PRESSE;PORT_COTONOU,4,,0,Universite Abomey-Calavi (UAC);Police Republicaine du Benin;Bloc Republicain (BR),3,3.61,0.09,3.7,0.48,0.14,1567,0.349,0.755,11.637,0.155,1.407,0.24,Joy,https://beninwebtv.com/2025/07/22/evt-89151,1,fra,0,Cooperation verbale,0,1,33,Nord,Borgou,152000,1,Web TV,0.7665,0.4652,2025-07,0,1,0,1,0,3.52,14.543,Neutre,Stabilisant
20251121,2025-11-21,Etudiants / UAC,BN,Medias beninois,BN,112,Refus requete,3,-6.16,13,3,-6.65,Savalou,BN,7.9303,1.9754,lanouvelletribune.bj,POVERTY;FRONTIERE_NORD;ENVIRONMENT,3,Alassane Seidou,1,,0,1.63,5.36,6.99,2.51,0.05,1775,0.191,0.32,0.163,1.75,0.388,0.185,Sadness,https://lanouvelletribune.bj/benin/evt-80368,1,fra,0,Conflit verbal,1,1,39,Centre,Collines,144000,0,Presse en ligne,0.192,0.3338,2025-11,1,0,0,1,1,-3.73,2.997,Tres negatif,Destabilisant
20250828,2025-08-28,Etudiants / UAC,BN,Mairie / Elus locaux,BN,071,Aide humanitaire,2,2.81,4,6,4.29,Aplahoue,BN,6.93,1.68,gouv.bj,COTON_FILIERE,1,,0,,0,3.85,1.55,5.4,1.52,0.29,810,0.171,0.787,0.985,1.223,0.093,0.305,Sadness,https://www.gouv.bj/actualite/evt-18828,1,fra,0,Cooperation materielle,0,0,24,Sud,Couffo,171000,0,Officiel,0.6405,0.6072,2025-08,0,1,0,0,0,2.3,3.564,Positif,Neutre
20250403,2025-04-03,Presidence de la Republique,BN,Syndicat UNSTB,BN,100,Demande,1,6.78,3,2,-1.61,Parakou,BN,9.337,2.6282,lanouvelletribune.bj,COMMERCE_NIGERIA;PORT_COTONOU,2,Aurélien Agbenonci;Benjamin Hounkpatin,2,,0,2.02,0.63,2.65,4.24,3.77,1202,0.631,0.106,5.799,0.546,2.351,0.134,Joy,https://lanouvelletribune.bj/benin/evt-50270,1,fra,0,Cooperation verbale,0,1,6,Nord,Borgou,255000,1,Presse en ligne,0.839,0.4598,2025-04,0,1,0,0,0,1.39,9.567,Neutre,Stabilisant
20251011,2025-10-11,Assemblee Nationale,BN,Parti Forces Cauris,BN,110,Rejet/opposition,3,-6.35,12,6,-4.41,Djougou,BN,9.7082,1.6599,matinlibre.com,FOOD_SECURITY;GOVERNMENT;DECENTRALISATION;ENVIRONMENT,4,Boni Yayi,1,Benin Telecoms / Libercom;Chambre de Commerce Benin;Universite de Parakou,3,0.33,11.41,11.74,0.71,0.11,2263,0.416,0.799,0.339,3.041,0.427,0.326,Sadness,https://matinlibre.com/2025/evt-75436,1,fra,0,Conflit verbal,1,1,72,Nord,Donga,267000,1,Presse en ligne,0.1825,0.3898,2025-10,1,0,1,0,1,-11.08,5.348,Negatif,Destabilisant
20250123,2025-01-23,Gouvernement du Benin,BN,Parti Forces Cauris,BN,010,Declaration publique,1,1.8,3,3,4.66,Abomey,BN,7.1856,1.9861,matinlibre.com,DIASPORA_BENIN;COMMERCE_NIGERIA;MEDIA_LIBERTE_PRESSE;COTON_FILIERE,4,Benjamin Hounkpatin;Reckya Madougou,2,Cour Supreme du Benin,1,3.69,0.77,4.46,1.48,0.91,2476,0.005,0.023,1.844,0.615,0.823,0.156,Joy,https://matinlibre.com/2025/evt-44944,0,fra,0,Cooperation verbale,0,0,9,Centre,Zou,87000,0,Presse en ligne,0.59,0.6165,2025-01,0,1,0,0,0,2.92,3.466,Positif,Neutre
20251013,2025-10-13,Patronat beninois (CNP),BN,Syndicat enseignants (COSI),BN,040,Consultation diplomatique,1,-1.08,10,4,0.28,Abomey-Calavi,BN,6.4484,2.3552,lepointeau.bj,ELECTION;EDUCATION;COMMERCE_NIGERIA;RELIGION_VODOUN;PROTEST,5,Nicephore Soglo;Aurélien Agbenonci,2,ORTB (Radio-Television);Union Progressiste (UP),2,2.91,0.43,3.34,0.36,1.4,1699,0.219,0.642,0.169,0.601,0.195,3.382,Surprise,https://lepointeau.bj/evt-43849,1,fra,0,Cooperation verbale,0,0,40,Sud,Atlantique,757000,0,Presse en ligne,0.446,0.507,2025-10,1,1,1,1,0,2.48,5.208,Neutre,Leg. negatif
20251114,2025-11-14,Gouvernement du Benin,BN,Autorites traditionnelles,BN,011,Decl. optimiste,1,3.25,5,4,-3.2,Kandi,BN,11.134,2.9394,matinlibre.com,CLIMATE;PIRACY_GOLFE_GUINEE;PATRIMOINE_UNESCO;MEDIA_LIBERTE_PRESSE;REFORME_CONSTITUTIONNELLE,5,Romuald Wadagni,1,Assemblee Nationale du Benin,1,9.38,1.4,10.78,6.86,0.96,1686,0.666,0.008,2.068,0.262,0.99,0.395,Joy,https://matinlibre.com/2025/evt-24455,1,fra,0,Cooperation verbale,0,1,20,Nord,Alibori,179000,1,Presse en ligne,0.6625,0.42,2025-11,1,0,1,0,1,7.98,4.389,Negatif,Stabilisant
20250328,2025-03-28,Armee beninoise (FAB),BN,Parti Bloc Republicain,BN,130,Protestation,3,-3.98,12,3,-6.46,Abomey-Calavi,BN,6.4484,2.3552,lavoixdubenin.com,TERRORISM,1,Mariam Chabi Talata,1,Cour Constitutionnelle du Benin,1,0.42,4.24,4.66,0.75,0.05,2532,1.121,0.306,0.462,0.991,0.909,1.32,Surprise,https://lavoixdubenin.com/evt-70786,1,fra,0,Conflit verbal,1,1,36,Sud,Atlantique,757000,0,Presse en ligne,0.301,0.3385,2025-03,1,0,0,0,0,-3.82,5.109,Tres negatif,Destabilisant
20250220,2025-02-20,Assemblee Nationale,BN,Assemblee Nationale,BN,070,Aide/assistance,2,0.76,10,2,6.16,Cotonou,BN,6.3654,2.4183,lanouvelletribune.bj,PORT_COTONOU;TOURISME_BENIN;AGRICULTURE;POVERTY,4,Candide Azannaï,1,Parti du Renouveau Democratique;HAAC (Haute Autorite),2,4.35,1.5,5.85,0.64,2.9,2541,0.757,0.926,2.025,0.111,3.046,0.639,Trust,https://lanouvelletribune.bj/benin/evt-92975,0,fra,0,Cooperation materielle,0,0,20,Sud,Littoral,679000,0,Presse en ligne,0.538,0.654,2025-02,0,1,0,1,1,2.85,7.504,Tres positif,Neutre
20251024,2025-10-24,Assemblee Nationale,BN,Gouvernement du Benin,BN,040,Consultation diplomatique,1,0.8,9,2,5.4,Parakou,BN,9.337,2.6282,lanouvelletribune.bj,DIASPORA_BENIN;PIRACY_GOLFE_GUINEE;TOURISME_BENIN,3,,0,,0,20.0,1.91,21.91,0.25,0.38,156,0.038,0.062,1.404,0.207,3.301,0.507,Trust,https://lanouvelletribune.bj/benin/evt-91978,1,fra,0,Cooperation verbale,0,0,18,Nord,Borgou,255000,1,Presse en ligne,0.54,0.635,2025-10,1,1,0,0,0,18.09,5.519,Tres positif,Neutre
